StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,id_prolific,check,assertion_7_13,assertion_7_10,assertion_13_7,assertion_13_10,assertion_10_7,assertion_10_13,assertion_29_16,assertion_29_30,assertion_16_29,assertion_16_30,assertion_30_29,assertion_30_16,assertion_33_40,assertion_33_31,assertion_40_33,assertion_40_31,assertion_31_33,assertion_31_40,question_7_13,"question_7_10 ",question_13_7,question_13_10,question_10_7,question_10_13,"question_29_16 ",question_29_30,question_16_29,"question_16_30 ",question_30_29,question_30_16,question_33_40,"question_33_31 ","question 40_33 ",question_40_31,question_31_33,question_31_40,PROLIFIC_PID
2022-11-04 20:32:45,2022-11-04 20:34:55,0,136.35.223.236,100,130,1,2022-11-04 20:34:56,R_3iD4KPzJBogSLcR,,,,,39.1027,-94.5778,anonymous,EN,1,5d851419d126db0001cf0396,I pay attention,,,1,1,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,5d851419d126db0001cf0396
2022-11-04 20:33:35,2022-11-04 20:34:59,0,128.163.7.156,100,84,1,2022-11-04 20:34:59,R_2QX5Ok8pOF9eT2l,,,,,38.0012,-84.5325,anonymous,EN,1,5e3753e214f39d6dbf4c4393,I pay attention,,,,,2,1,,,,,2,1,,,,,1,1,,,,,,,,,,,,,,,,,,,5e3753e214f39d6dbf4c4393
2022-11-04 20:34:02,2022-11-04 20:35:02,0,67.2.77.175,100,60,1,2022-11-04 20:35:02,R_1n7TodEgJMSY4Ku,,,,,40.65,-112.0061,anonymous,EN,1,60fd0638ea398c6e93d6ba62,"I pay attention ",,,,,1,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,60fd0638ea398c6e93d6ba62
2022-11-04 20:31:35,2022-11-04 20:35:09,0,24.107.76.159,100,213,1,2022-11-04 20:35:09,R_3rYTxwG8W4Aacd6,,,,,38.6101,-90.56,anonymous,EN,1,603202f68083d81c26b50318,I pay attention,,,2,2,,,,,1,2,,,,,,,1,2,,,,,,,,,,,,,,,,,,,603202f68083d81c26b50318
2022-11-04 20:33:25,2022-11-04 20:35:17,0,98.186.41.185,100,111,1,2022-11-04 20:35:17,R_2ZJKqU0b2EJDuVr,,,,,37.7168,-97.5016,anonymous,EN,1,604b9e6373c491acd8aec923,I pay attention,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,,1,1,604b9e6373c491acd8aec923
2022-11-04 20:33:36,2022-11-04 20:35:19,0,75.13.139.146,100,102,1,2022-11-04 20:35:20,R_4NqefpauQ6sSYhz,,,,,38.5759,-90.5167,anonymous,EN,1,55a5f1e8fdf99b28b5340d01,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,2,,,,,1,1,,,55a5f1e8fdf99b28b5340d01
2022-11-04 20:33:03,2022-11-04 20:35:22,0,96.39.191.20,100,139,1,2022-11-04 20:35:22,R_3MgvaBSX0JZdH7y,,,,,42.3902,-122.9177,anonymous,EN,1,60efc51319554241b2f4c728,"I pay attention ",,,1,1,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,60efc51319554241b2f4c728
2022-11-04 20:34:38,2022-11-04 20:35:22,0,76.29.181.47,100,43,1,2022-11-04 20:35:22,R_2P1NSep4PUok3Q8,,,,,31.8962,-81.294,anonymous,EN,1,62acefe3b92c0eb8292ab95d,i pay attention,,,,,1,1,,,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,62acefe3b92c0eb8292ab95d
2022-11-04 20:34:00,2022-11-04 20:35:25,0,76.101.170.121,100,84,1,2022-11-04 20:35:25,R_2wcW20TDENtcscI,,,,,26.4696,-81.8132,anonymous,EN,1,5dd438b65a40f24302c09c2d,I pay attention,1,2,,,,,2,2,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,5dd438b65a40f24302c09c2d
2022-11-04 20:34:24,2022-11-04 20:35:37,0,71.194.116.227,100,73,1,2022-11-04 20:35:38,R_ZCrxJNzySmWZwPL,,,,,41.4349,-88.2183,anonymous,EN,1,5dc47ddd034b45342d3b2e3a,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,1,2,,,,,5dc47ddd034b45342d3b2e3a
2022-11-04 20:34:23,2022-11-04 20:35:42,0,24.209.195.80,100,78,1,2022-11-04 20:35:43,R_pz6fmW3cCILNm37,,,,,40.0414,-84.2023,anonymous,EN,1,5fb3cbedb3cc10000a19c09d,I pay attention,,,,,,,,,,,,,,,,,,,,,1,2,,,,,1,1,,,,,1,2,,,5fb3cbedb3cc10000a19c09d
2022-11-04 20:34:23,2022-11-04 20:35:51,0,12.138.97.10,100,87,1,2022-11-04 20:35:52,R_1f93EFOhozBWUcC,,,,,32.5298,-94.7949,anonymous,EN,1,60da4cf315192e8bb8fd86cd,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,1,2,,,60da4cf315192e8bb8fd86cd
2022-11-04 20:34:49,2022-11-04 20:36:00,0,128.239.137.248,100,71,1,2022-11-04 20:36:01,R_3fIOOMN5oIEr3EO,,,,,37.2731,-76.7279,anonymous,EN,1,592f1db78ad1ae0001937983,I pay attention,,,1,1,,,,,,,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,592f1db78ad1ae0001937983
2022-11-04 20:33:14,2022-11-04 20:36:00,0,174.192.2.149,100,166,1,2022-11-04 20:36:01,R_7UknlpjVDaQRQpb,,,,,41.5481,-73.0012,anonymous,EN,1,62fb8e2493f8c3f9a080db77,I pay attention,1,1,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,62fb8e2493f8c3f9a080db77
2022-11-04 20:34:36,2022-11-04 20:36:02,0,74.64.248.30,100,86,1,2022-11-04 20:36:03,R_1PbMVJxfHVRueT0,,,,,40.7149,-73.9893,anonymous,EN,1,5d55a1f2fab56e000140df8f,I pay attention,,,,,,,,,,,,,,,,,,,2,2,,,,,1,2,,,,,,,1,1,,,5d55a1f2fab56e000140df8f
2022-11-04 20:34:29,2022-11-04 20:36:06,0,174.192.143.7,100,96,1,2022-11-04 20:36:06,R_31Tq1jJH6MExUYp,,,,,41.8957,-87.9435,anonymous,EN,1,5a94362e873cda0001dc66c9,I pay attention,1,2,,,,,1,2,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,5a94362e873cda0001dc66c9
2022-11-04 20:33:33,2022-11-04 20:36:12,0,75.68.142.81,100,158,1,2022-11-04 20:36:12,R_1GUirIpAY7NwOrR,,,,,44.9399,-72.2111,anonymous,EN,1,634ab65face98683f8138cf2,I pay attention,,,,,1,1,,,,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,634ab65face98683f8138cf2
2022-11-04 20:33:56,2022-11-04 20:36:13,0,45.46.167.66,100,137,1,2022-11-04 20:36:14,R_vODzEan9ILRkUSZ,,,,,42.9135,-78.889,anonymous,EN,1,5dad33e617ce000016de39fa,I pay attention,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,1,1,,,1,2,,,5dad33e617ce000016de39fa
2022-11-04 20:35:13,2022-11-04 20:36:17,0,174.207.225.207,100,63,1,2022-11-04 20:36:17,R_3HLDi7qsGNZJuF5,,,,,39.1256,-84.5127,anonymous,EN,1,57597452e8feea0006ef8805,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,2,57597452e8feea0006ef8805
2022-11-04 20:35:05,2022-11-04 20:36:18,0,148.59.89.245,100,72,1,2022-11-04 20:36:18,R_3GqSJNgeDwkDFNi,,,,,42.9934,-84.1595,anonymous,EN,1,586935b7e16d530001b34787,I pay attention,,,1,2,,,,,1,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,586935b7e16d530001b34787
2022-11-04 20:35:08,2022-11-04 20:36:22,0,68.230.36.169,100,74,1,2022-11-04 20:36:22,R_3KIOakSPzR4F9cA,,,,,33.6276,-112.0511,anonymous,EN,1,615f7e73c786c379ed1a06c7,I pay attention,1,2,,,,,1,2,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,615f7e73c786c379ed1a06c7
2022-11-04 20:34:28,2022-11-04 20:36:22,0,107.122.93.16,100,113,1,2022-11-04 20:36:23,R_2VaRx9R5gDDRuDr,,,,,38.6249,-90.4496,anonymous,EN,1,6317ac4b5f3ee8a7a6a825a6,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,,,1,1,,,2,2,,,,,6317ac4b5f3ee8a7a6a825a6
2022-11-04 20:34:06,2022-11-04 20:36:33,0,98.27.223.183,100,146,1,2022-11-04 20:36:33,R_1n6qEiUdL2I15mI,,,,,41.9216,-79.658,anonymous,EN,1,628d5c6294846b1814f25d7e,I pay attention,1,2,,,,,1,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,628d5c6294846b1814f25d7e
2022-11-04 20:34:59,2022-11-04 20:36:45,0,73.180.98.231,100,106,1,2022-11-04 20:36:46,R_3fOdhp0lWW7adHF,,,,,32.7147,-79.9526,anonymous,EN,1,62eaf0f49c1eca5518e58177,I pay attention,,,1,2,,,,,1,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,62eaf0f49c1eca5518e58177
2022-11-04 20:34:29,2022-11-04 20:36:46,0,72.178.237.52,100,136,1,2022-11-04 20:36:47,R_2dRfeUca2vToy14,,,,,30.5154,-97.6689,anonymous,EN,1,5e614c386ee9b3017b83e4bc,I pay attention,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,1,1,5e614c386ee9b3017b83e4bc
2022-11-04 20:36:03,2022-11-04 20:37:00,0,104.59.153.239,100,57,1,2022-11-04 20:37:01,R_vpM5YsnOepMoiDD,,,,,32.7537,-96.8367,anonymous,EN,1,6111b27e123039e968795ea8,I pay attention,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,1,1,2,,,,,6111b27e123039e968795ea8
2022-11-04 20:35:44,2022-11-04 20:37:18,0,108.34.172.21,100,93,1,2022-11-04 20:37:18,R_xo7grkL0YJaalHj,,,,,41.874,-71.3844,anonymous,EN,1,60f942bbd779c8d0f7cc3a99,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,,,1,2,,,,,,,1,2,60f942bbd779c8d0f7cc3a99
2022-11-04 20:32:41,2022-11-04 20:37:28,0,69.124.196.112,100,286,1,2022-11-04 20:37:28,R_29fXv1q6Sx7JFcm,,,,,41.2656,-74.3604,anonymous,EN,1,60ff8312d83cbffb9ff27536,I pay attention,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,60ff8312d83cbffb9ff27536
2022-11-04 20:36:18,2022-11-04 20:37:28,0,207.138.200.59,100,69,1,2022-11-04 20:37:28,R_3dGJU9HWPLpeYdd,,,,,44.0286,-91.6957,anonymous,EN,1,611b38dea7f1754225fa39bf,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,1,1,,,611b38dea7f1754225fa39bf
2022-11-04 20:36:27,2022-11-04 20:37:40,0,75.83.18.49,100,72,1,2022-11-04 20:37:41,R_rkaZvHSgUyYylbj,,,,,34.0308,-118.473,anonymous,EN,1,5e3309ad239ceb2d47d47c4a,I pay attention,,,,,2,2,1,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,5e3309ad239ceb2d47d47c4a
2022-11-04 20:33:03,2022-11-04 20:37:45,0,24.140.34.89,100,282,1,2022-11-04 20:37:45,R_12DoNNNLjFJ4WFy,,,,,40.8142,-81.9387,anonymous,EN,1,5eac686d82cc012af1e953c7,I pay attention,,,,,1,1,1,2,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,5eac686d82cc012af1e953c7
2022-11-04 20:36:54,2022-11-04 20:37:54,0,72.110.100.171,100,59,1,2022-11-04 20:37:54,R_yVyMgVl0geJos37,,,,,37.6844,-122.438,anonymous,EN,1,5cc22481f6ef910019e5120f,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,1,2,,,5cc22481f6ef910019e5120f
2022-11-04 20:37:01,2022-11-04 20:38:01,0,70.114.168.121,100,59,1,2022-11-04 20:38:01,R_3q9l6RCF7WiyGL9,,,,,30.5089,-97.6796,anonymous,EN,1,627432e762e042e1335bcf19,I pay attention,1,2,,,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,627432e762e042e1335bcf19
2022-11-04 20:36:11,2022-11-04 20:38:10,0,67.185.94.127,100,118,1,2022-11-04 20:38:11,R_3D7QG3RrSEuzT2A,,,,,47.6987,-117.4397,anonymous,EN,1,60fd9c82a4183541a2fcb535,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,1,1,1,2,,,,,60fd9c82a4183541a2fcb535
2022-11-04 20:36:53,2022-11-04 20:38:13,0,173.54.6.161,100,79,1,2022-11-04 20:38:13,R_1P7zhDnE8Gh6Kec,,,,,40.6679,-74.1178,anonymous,EN,1,62d59a7b40c07da2c0a5b473,I pay attention,,,,,,,,,,,,,,,,,,,,,1,2,,,1,2,,,,,1,2,,,,,62d59a7b40c07da2c0a5b473
2022-11-04 20:35:36,2022-11-04 20:38:21,0,174.247.2.186,100,165,1,2022-11-04 20:38:21,R_VKKyv6TsGC8H6et,,,,,35.2426,-80.741,anonymous,EN,1,5b138507e9270900013c4d5d,i pay attention,,,,,1,1,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,5b138507e9270900013c4d5d
2022-11-04 20:36:14,2022-11-04 20:38:23,0,68.116.228.148,100,129,1,2022-11-04 20:38:24,R_SIrQCjQZxr4ydfr,,,,,40.7574,-99.1408,anonymous,EN,1,5fc27b5a13285c0008cc71ab,I pay attention,,,2,2,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,5fc27b5a13285c0008cc71ab
2022-11-04 20:35:46,2022-11-04 20:38:26,0,216.164.252.30,100,159,1,2022-11-04 20:38:26,R_2TKIvRQmIHF0KEn,,,,,40.6027,-75.4778,anonymous,EN,1,615504bb4a1b3dfd4a773dcd,I pay attention,1,1,,,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,615504bb4a1b3dfd4a773dcd
2022-11-04 20:37:14,2022-11-04 20:38:30,0,73.247.228.40,100,76,1,2022-11-04 20:38:31,R_2arWkBe0Or2bc8a,,,,,41.7416,-87.9375,anonymous,EN,1,578d3224900cc80001d2e704,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,1,1,578d3224900cc80001d2e704
2022-11-04 20:37:13,2022-11-04 20:38:34,0,104.183.117.191,100,80,1,2022-11-04 20:38:34,R_DuA8mVul3mdyxvX,,,,,28.5504,-81.1833,anonymous,EN,1,62b1e4dfa33a3d444584c8b3,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,2,62b1e4dfa33a3d444584c8b3
2022-11-04 20:37:22,2022-11-04 20:38:56,0,166.198.34.86,100,94,1,2022-11-04 20:38:57,R_x4qyGc6899j2JHz,,,,,47.6034,-122.3414,anonymous,EN,1,6093d89c434828b7d04ab3df,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,,,1,2,,,,,1,2,,,6093d89c434828b7d04ab3df
2022-11-04 20:37:26,2022-11-04 20:39:00,0,73.132.53.239,100,94,1,2022-11-04 20:39:01,R_vpC0vxfVkyyOkP7,,,,,39.0462,-77.1195,anonymous,EN,1,5b0cd402444cef0001ca6207,I pay attention,,,,,1,1,,,1,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,5b0cd402444cef0001ca6207
2022-11-04 20:36:46,2022-11-04 20:39:03,0,76.17.100.217,100,137,1,2022-11-04 20:39:04,R_eEVC5kiA61sr7xv,,,,,33.8019,-84.3861,anonymous,EN,1,6157145aa06ab31d91fcdf86,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,1,1,6157145aa06ab31d91fcdf86
2022-11-04 20:36:56,2022-11-04 20:39:05,0,98.152.71.166,100,128,1,2022-11-04 20:39:06,R_UZ7LjMa3nCkuXYZ,,,,,33.9073,-118.0087,anonymous,EN,1,628680b0d4bdb53d2edbeae2,I pay attention,,,1,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,628680b0d4bdb53d2edbeae2
2022-11-04 20:36:36,2022-11-04 20:39:07,0,67.252.37.142,100,151,1,2022-11-04 20:39:07,R_2TUnguKx5UrNvUe,,,,,42.9135,-78.889,anonymous,EN,1,59e62b6277860e0001512e14,I pay attention,,,,,1,1,,,1,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,59e62b6277860e0001512e14
2022-11-04 20:37:30,2022-11-04 20:39:11,0,73.111.223.126,100,101,1,2022-11-04 20:39:12,R_blUSpeJIVIgQM2B,,,,,42.2284,-87.9722,anonymous,EN,1,629658baad2881aba974c6c3,I pay attention,,,1,2,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,629658baad2881aba974c6c3
2022-11-04 20:36:43,2022-11-04 20:39:16,0,71.76.2.1,100,152,1,2022-11-04 20:39:16,R_3KUszdA4VoiuQcQ,,,,,33.9133,-80.3587,anonymous,EN,1,5de9c13ae5dd1c0f1de56ad6,I pay attention,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,1,1,,,,,5de9c13ae5dd1c0f1de56ad6
2022-11-04 20:37:17,2022-11-04 20:39:17,0,68.4.199.245,100,119,1,2022-11-04 20:39:18,R_2xJChuZ6AUMGyC1,,,,,33.6564,-117.8245,anonymous,EN,1,59bdeb96ab8d830001fe5ef1,I pay attention,1,2,,,,,1,2,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,59bdeb96ab8d830001fe5ef1
2022-11-04 20:38:09,2022-11-04 20:39:28,0,174.21.147.197,100,78,1,2022-11-04 20:39:28,R_2WBDMhDNlVTorDC,,,,,47.5834,-122.2979,anonymous,EN,1,5c91fc9c183fb70012f3510a,I pay attention,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,1,1,,,1,2,,,5c91fc9c183fb70012f3510a
2022-11-04 20:36:14,2022-11-04 20:39:44,0,96.70.248.201,100,209,1,2022-11-04 20:39:44,R_e4KhK8Dho0G4g5b,,,,,42.5181,-70.899,anonymous,EN,1,6362b1b5e4223d8fe2a73671,"I pay attention ",,,1,1,,,,,1,2,,,,,1,2,,,,,,,,,,,,,,,,,,,,,6362b1b5e4223d8fe2a73671
2022-11-04 20:38:06,2022-11-04 20:39:48,0,73.137.102.0,100,101,1,2022-11-04 20:39:48,R_1eQPp85OBujVfqu,,,,,34.0782,-84.6485,anonymous,EN,1,60ceb6637a0ee66f8b4cc27c,"I pay attention ",1,1,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,60ceb6637a0ee66f8b4cc27c
2022-11-04 20:38:28,2022-11-04 20:39:54,0,68.187.114.105,100,86,1,2022-11-04 20:39:54,R_3Ehw8WPFCbkUhI6,,,,,44.9656,-89.7066,anonymous,EN,1,5c69f6b01b9d0e000190b438,I pay attention,,,,,1,1,,,,,2,1,,,,,1,1,,,,,,,,,,,,,,,,,,,5c69f6b01b9d0e000190b438
2022-11-04 20:39:01,2022-11-04 20:39:55,0,173.218.64.86,100,53,1,2022-11-04 20:39:55,R_O8P3QE7rCUiJyKt,,,,,37.0142,-93.1986,anonymous,EN,1,55f079ba4779250012dd2bc4,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,1,1,,,,,55f079ba4779250012dd2bc4
2022-11-04 20:38:29,2022-11-04 20:39:56,0,73.56.179.41,100,86,1,2022-11-04 20:39:56,R_3rJsZRVipwBkGkd,,,,,27.2366,-80.2271,anonymous,EN,1,628fb1691d85e1d9b9fbca18,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,,,1,2,,,,,,,1,1,628fb1691d85e1d9b9fbca18
2022-11-04 20:38:44,2022-11-04 20:40:05,0,75.188.145.64,100,80,1,2022-11-04 20:40:05,R_1me0YXvGHEB57n8,,,,,39.9648,-83.126,anonymous,EN,1,636287aa8a105b66c7333e50,I pay attention,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1,1,,,,,,,1,1,636287aa8a105b66c7333e50
2022-11-04 20:37:51,2022-11-04 20:40:16,0,104.137.34.163,100,144,1,2022-11-04 20:40:16,R_3oMG2eVq7T7r7IN,,,,,32.4973,-86.3649,anonymous,EN,1,6344984c8b19f04a0c10aa98,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,1,,,,,6344984c8b19f04a0c10aa98
2022-11-04 20:38:31,2022-11-04 20:40:18,0,208.114.47.210,100,106,1,2022-11-04 20:40:18,R_baen426ZmJ7jK6t,,,,,36.0879,-97.8991,anonymous,EN,1,6145a88c94a2c86532d36b0f,"I pay attention ",,,1,2,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,6145a88c94a2c86532d36b0f
2022-11-04 20:39:06,2022-11-04 20:40:18,0,174.106.136.64,100,71,1,2022-11-04 20:40:19,R_3ikfUx3MO9gZdfL,,,,,34.4344,-77.9234,anonymous,EN,1,623a732198d2a11b21faccc9,I pay attention,1,1,,,,,,,,,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,623a732198d2a11b21faccc9
2022-11-04 20:39:26,2022-11-04 20:40:23,0,24.164.149.170,100,57,1,2022-11-04 20:40:23,R_SK3LyTt7AMCs2ad,,,,,40.5956,-74.0806,anonymous,EN,1,5f5588eb6fb28c959e202247,I pay attention,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,1,1,,,,,5f5588eb6fb28c959e202247
2022-11-04 20:39:06,2022-11-04 20:40:29,0,73.42.164.20,100,83,1,2022-11-04 20:40:29,R_31AT4HMBN0ng4zy,,,,,47.024,-122.7827,anonymous,EN,1,5e5440c2b7bcb107197b947b,"I pay attention ",,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,2,2,,,1,2,,,5e5440c2b7bcb107197b947b
2022-11-04 20:39:10,2022-11-04 20:40:31,0,68.53.81.149,100,80,1,2022-11-04 20:40:31,R_2PBiWO1gr5wyAYQ,,,,,36.0758,-87.4,anonymous,EN,1,5ee5f7f771f86b333ba269de,I pay attention,,,,,,,,,,,,,,,,,,,2,2,,,,,,,1,2,,,,,1,2,,,5ee5f7f771f86b333ba269de
2022-11-04 20:36:58,2022-11-04 20:40:38,0,97.85.151.77,100,219,1,2022-11-04 20:40:38,R_1FG4SIg10OqDvfH,,,,,38.7943,-90.2817,anonymous,EN,1,6118bc3697553df24b86ad7d,I pay attention,1,1,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,6118bc3697553df24b86ad7d
2022-11-04 20:37:28,2022-11-04 20:40:41,0,108.95.110.137,100,193,1,2022-11-04 20:40:41,R_2fp844ASzOKHg7o,,,,,25.7381,-80.312,anonymous,EN,1,5e9128974d246b4532f248ff,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,1,1,,,,,1,2,,,,,5e9128974d246b4532f248ff
2022-11-04 20:38:22,2022-11-04 20:40:45,0,68.80.120.176,100,142,1,2022-11-04 20:40:45,R_2rOVK4FN0xZTEIF,,,,,40.2626,-75.6151,anonymous,EN,1,6343319a992461d9273f488a,I pay attention,,,,,,,,,,,,,,,,,,,,,2,2,,,,,2,2,,,,,,,1,1,6343319a992461d9273f488a
2022-11-04 20:39:18,2022-11-04 20:40:48,0,107.145.174.52,100,89,1,2022-11-04 20:40:48,R_1lfqVufJUAwXl1e,,,,,29.2866,-81.0869,anonymous,EN,1,62d3864d8929960c0bd35335,I pay attention,,,,,1,1,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,62d3864d8929960c0bd35335
2022-11-04 20:38:37,2022-11-04 20:40:51,0,24.166.212.35,100,134,1,2022-11-04 20:40:52,R_2xzP0XWa8rNVVNT,,,,,37.019,-86.4537,anonymous,EN,1,5be8353e33f40a0001031d7a,I pay attention,,,,,1,1,1,1,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,5be8353e33f40a0001031d7a
2022-11-04 20:39:37,2022-11-04 20:40:53,0,24.209.153.135,100,75,1,2022-11-04 20:40:53,R_3saZrpwCGKAUarE,,,,,43.0006,-88.22,anonymous,EN,1,5d6494874e9aae0019598b14,I pay attention,,,2,2,,,,,1,2,,,,,1,2,,,,,,,,,,,,,,,,,,,,,5d6494874e9aae0019598b14
2022-11-04 20:38:33,2022-11-04 20:41:00,0,76.25.181.234,100,146,1,2022-11-04 20:41:00,R_xDjIPkWiTQyDv3z,,,,,39.9834,-105.143,anonymous,EN,1,6155e0bb17662cfd9293bfd5,I pay attention,,,1,2,,,,,,,1,1,,,,,1,2,,,,,,,,,,,,,,,,,,,6155e0bb17662cfd9293bfd5
2022-11-04 20:40:30,2022-11-04 20:41:12,0,24.198.75.156,100,42,1,2022-11-04 20:41:12,R_1ohCtlZR93IqYOh,,,,,43.0842,-75.2287,anonymous,EN,1,5dd864447beb29822b6c1e86,"no ",,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,1,2,,,2,2,,,5dd864447beb29822b6c1e86
2022-11-04 20:29:50,2022-11-04 20:41:21,0,74.136.17.161,100,690,1,2022-11-04 20:41:21,R_211fxcGWCqIpAfb,,,,,38.2083,-84.245,anonymous,EN,1,60dfe9736907fdf7faf974c3,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,1,,,2,1,,,,,60dfe9736907fdf7faf974c3
2022-11-04 20:40:00,2022-11-04 20:41:27,0,68.202.104.84,100,87,1,2022-11-04 20:41:28,R_3NICcvF1WpyiHql,,,,,28.9025,-81.248,anonymous,EN,1,5bb10d4288f88d0001f3d151,"I pay attention ",,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,1,,,1,2,,,,,5bb10d4288f88d0001f3d151
2022-11-04 20:38:58,2022-11-04 20:41:33,0,69.120.144.83,100,154,1,2022-11-04 20:41:33,R_31XCmYiUvGWame2,,,,,41.328,-74.1894,anonymous,EN,1,555247e6fdf99b0c18cd1d0c,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,,,,,,1,1,,,555247e6fdf99b0c18cd1d0c
2022-11-04 20:40:02,2022-11-04 20:41:59,0,174.211.230.35,100,116,1,2022-11-04 20:42:01,R_1nTutgqCut63V72,,,,,28.6344,-81.6221,anonymous,EN,1,5cbf7734aae1180017942e45,I pay attention,,,,,1,1,1,2,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,5cbf7734aae1180017942e45
2022-11-04 20:40:17,2022-11-04 20:42:01,0,98.244.25.192,100,103,1,2022-11-04 20:42:02,R_UVWWIUYPMDrc8CZ,,,,,39.1061,-121.6159,anonymous,EN,1,5a1fa084063e8600012fa6a3,I pay attention,,,1,2,,,,,1,2,,,,,1,2,,,,,,,,,,,,,,,,,,,,,5a1fa084063e8600012fa6a3
2022-11-04 20:40:14,2022-11-04 20:42:01,0,99.1.206.185,100,107,1,2022-11-04 20:42:02,R_2E5AVAYGrqBSreP,,,,,34.0782,-84.6485,anonymous,EN,1,614dd304ed948bbfe8c22215,I pay attention,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,,,,,1,1,614dd304ed948bbfe8c22215
2022-11-04 20:41:09,2022-11-04 20:42:16,0,216.56.9.83,100,67,1,2022-11-04 20:42:16,R_1jIZBRVzM9YbPHZ,,,,,43.5799,-88.455,anonymous,EN,1,5e6560b5b402952e900827c5,I pay attention,,,,,1,1,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,5e6560b5b402952e900827c5
